FREQ	Frequency	REF_AREA	Territory	DATA_TYPE	Indicator	MEASURE	Measure (DESC)	TIME_PERIOD	Observation	OBS_STATUS	Observation status
A	Annual	ITC4	Lombardia	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2022	4039		
A	Annual	ITC4	Lombardia	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2023	3998		
A	Annual	ITC4	Lombardia	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	40.7		
A	Annual	ITC4	Lombardia	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	40.4		
A	Annual	ITC4	Lombardia	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2022	1991		
A	Annual	ITC4	Lombardia	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2023	1933		
A	Annual	ITC4	Lombardia	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	20.1		
A	Annual	ITC4	Lombardia	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	19.5		
A	Annual	ITC4	Lombardia	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2022	2057		
A	Annual	ITC4	Lombardia	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2023	1809		
A	Annual	ITC4	Lombardia	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	50.9		
A	Annual	ITC4	Lombardia	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	45.3		
A	Annual	ITC4	Lombardia	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2022	587		
A	Annual	ITC4	Lombardia	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2023	588		
A	Annual	ITC4	Lombardia	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	5.9		
A	Annual	ITC4	Lombardia	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	5.9		
A	Annual	ITC4	Lombardia	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2022	1766		
A	Annual	ITC4	Lombardia	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2023	1805		
A	Annual	ITC4	Lombardia	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	17.8		
A	Annual	ITC4	Lombardia	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	18.2		
A	Annual	ITC4	Lombardia	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2022	673		
A	Annual	ITC4	Lombardia	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2023	528		
A	Annual	ITC4	Lombardia	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	6.8		
A	Annual	ITC4	Lombardia	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	5.3		
A	Annual	ITC4	Lombardia	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	THV	Thousands value	2022	1288		
A	Annual	ITC4	Lombardia	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	THV	Thousands value	2023	1255		
A	Annual	ITC4	Lombardia	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	13		
A	Annual	ITC4	Lombardia	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	12.7		
A	Annual	ITC4	Lombardia	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	THV	Thousands value	2022	686		
A	Annual	ITC4	Lombardia	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	THV	Thousands value	2023	730		
A	Annual	ITC4	Lombardia	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	6.9		
A	Annual	ITC4	Lombardia	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	7.4		
A	Annual	ITC4	Lombardia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	THV	Thousands value	2022	419		
A	Annual	ITC4	Lombardia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	THV	Thousands value	2023	377		
A	Annual	ITC4	Lombardia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4.2		
A	Annual	ITC4	Lombardia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	3.8		
A	Annual	ITC4	Lombardia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	THV	Thousands value	2022	1156		
A	Annual	ITC4	Lombardia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	THV	Thousands value	2023	1117		
A	Annual	ITC4	Lombardia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	11.7		
A	Annual	ITC4	Lombardia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	11.3		
A	Annual	ITC4	Lombardia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	THV	Thousands value	2022	451		
A	Annual	ITC4	Lombardia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	THV	Thousands value	2023	386		
A	Annual	ITC4	Lombardia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	4.6		
A	Annual	ITC4	Lombardia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	3.9		
A	Annual	ITC4	Lombardia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	THV	Thousands value	2022	179		
A	Annual	ITC4	Lombardia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	THV	Thousands value	2023	157		
A	Annual	ITC4	Lombardia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.8		
A	Annual	ITC4	Lombardia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	1.6		
A	Annual	ITD	Nord-est	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	THV	Thousands value	2022	8125		
A	Annual	ITD	Nord-est	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	THV	Thousands value	2023	8134		
A	Annual	ITD	Nord-est	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	70.7		
A	Annual	ITD	Nord-est	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	71.1		
A	Annual	ITD	Nord-est	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2022	4636		
A	Annual	ITD	Nord-est	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2023	4586		
A	Annual	ITD	Nord-est	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	40.4		
A	Annual	ITD	Nord-est	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	40.1		
A	Annual	ITD	Nord-est	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2022	2342		
A	Annual	ITD	Nord-est	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2023	2219		
A	Annual	ITD	Nord-est	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	20.4		
A	Annual	ITD	Nord-est	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	19.4		
A	Annual	ITD	Nord-est	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2022	2129		
A	Annual	ITD	Nord-est	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2023	2185		
A	Annual	ITD	Nord-est	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	45.9		
A	Annual	ITD	Nord-est	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	47.7		
A	Annual	ITD	Nord-est	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2022	633		
A	Annual	ITD	Nord-est	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2023	623		
A	Annual	ITD	Nord-est	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	5.5		
A	Annual	ITD	Nord-est	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	5.4		
A	Annual	ITD	Nord-est	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2022	1967		
A	Annual	ITD	Nord-est	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2023	2064		
A	Annual	ITD	Nord-est	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	17.1		
A	Annual	ITD	Nord-est	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	18		
A	Annual	ITD	Nord-est	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2022	668		
A	Annual	ITD	Nord-est	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2023	714		
A	Annual	ITD	Nord-est	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	5.8		
A	Annual	ITD	Nord-est	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	6.2		
A	Annual	ITD	Nord-est	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	THV	Thousands value	2022	1703		
A	Annual	ITD	Nord-est	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	THV	Thousands value	2023	1601		
A	Annual	ITD	Nord-est	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	14.8		
A	Annual	ITD	Nord-est	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	14		
A	Annual	ITD	Nord-est	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	THV	Thousands value	2022	749		
A	Annual	ITD	Nord-est	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	THV	Thousands value	2023	700		
A	Annual	ITD	Nord-est	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	6.5		
A	Annual	ITD	Nord-est	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	6.1		
A	Annual	ITD	Nord-est	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	THV	Thousands value	2022	502		
A	Annual	ITD	Nord-est	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	THV	Thousands value	2023	544		
A	Annual	ITD	Nord-est	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4.4		
A	Annual	ITD	Nord-est	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	4.8		
A	Annual	ITD	Nord-est	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	THV	Thousands value	2022	1304		
A	Annual	ITD	Nord-est	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	THV	Thousands value	2023	1185		
A	Annual	ITD	Nord-est	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	11.3		
A	Annual	ITD	Nord-est	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	10.4		
A	Annual	ITD	Nord-est	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	THV	Thousands value	2022	530		
A	Annual	ITD	Nord-est	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	THV	Thousands value	2023	512		
A	Annual	ITD	Nord-est	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	4.6		
A	Annual	ITD	Nord-est	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4.5		
A	Annual	ITD	Nord-est	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	THV	Thousands value	2022	215		
A	Annual	ITD	Nord-est	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	THV	Thousands value	2023	237		
A	Annual	ITD	Nord-est	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.9		
A	Annual	ITD	Nord-est	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	2.1		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	THV	Thousands value	2022	849		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	THV	Thousands value	2023	825		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	79.5		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	77.5		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2022	368		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2023	354		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	34.5		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	33.3		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2022	159		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2023	161		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	14.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	15.1		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2022	209		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2023	202		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	56.6		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	56.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2022	50		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2023	38		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	4.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	3.6		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2022	157		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2023	138		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	14.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	13		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2022	47		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2023	55		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	4.4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	5.2		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	THV	Thousands value	2022	108		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	THV	Thousands value	2023	110		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	10.1		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	10.3		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	THV	Thousands value	2022	40		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	THV	Thousands value	2023	46		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	3.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	4.4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	THV	Thousands value	2022	43		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	THV	Thousands value	2023	31		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	2.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	THV	Thousands value	2022	114		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	THV	Thousands value	2023	106		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	10.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	9.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	THV	Thousands value	2022	41		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	THV	Thousands value	2023	43		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	3.8		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	THV	Thousands value	2022	18		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	THV	Thousands value	2023	16		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	1.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	THV	Thousands value	2022	445		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	THV	Thousands value	2023	420		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	83.9		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	79.6		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2022	166		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	THV	Thousands value	2023	157		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	31.2		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	29.7		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2022	60		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	THV	Thousands value	2023	69		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	11.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	13.1		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2022	102		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GH	Persons  with chronic diseases in good health	THV	Thousands value	2023	93		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	61.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	59.2		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2022	19		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	THV	Thousands value	2023	18		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	3.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	3.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2022	73		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HYP	Chronic patients - with hypertension	THV	Thousands value	2023	62		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	13.8		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	11.8		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2022	18		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	THV	Thousands value	2023	23		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	3.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	4.4		
