FREQ	Frequency	REF_AREA	Territory	DATA_TYPE	Indicator	MEASURE	Measure (DESC)	TIME_PERIOD	Observation	OBS_STATUS	Observation status
A	Annual	ITC4	Lombardia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4.2		
A	Annual	ITC4	Lombardia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	3.8		
A	Annual	ITC4	Lombardia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	11.7		
A	Annual	ITC4	Lombardia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	11.3		
A	Annual	ITC4	Lombardia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	4.6		
A	Annual	ITC4	Lombardia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	3.9		
A	Annual	ITC4	Lombardia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.8		
A	Annual	ITC4	Lombardia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	1.6		
A	Annual	ITD	Nord-est	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	70.7		
A	Annual	ITD	Nord-est	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	71.1		
A	Annual	ITD	Nord-est	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	40.4		
A	Annual	ITD	Nord-est	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	40.1		
A	Annual	ITD	Nord-est	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	20.4		
A	Annual	ITD	Nord-est	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	19.4		
A	Annual	ITD	Nord-est	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	45.9		
A	Annual	ITD	Nord-est	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	47.7		
A	Annual	ITD	Nord-est	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	5.5		
A	Annual	ITD	Nord-est	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	5.4		
A	Annual	ITD	Nord-est	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	17.1		
A	Annual	ITD	Nord-est	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	18		
A	Annual	ITD	Nord-est	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	5.8		
A	Annual	ITD	Nord-est	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	6.2		
A	Annual	ITD	Nord-est	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	14.8		
A	Annual	ITD	Nord-est	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	14		
A	Annual	ITD	Nord-est	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	6.5		
A	Annual	ITD	Nord-est	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	6.1		
A	Annual	ITD	Nord-est	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4.4		
A	Annual	ITD	Nord-est	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	4.8		
A	Annual	ITD	Nord-est	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	11.3		
A	Annual	ITD	Nord-est	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	10.4		
A	Annual	ITD	Nord-est	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	4.6		
A	Annual	ITD	Nord-est	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4.5		
A	Annual	ITD	Nord-est	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.9		
A	Annual	ITD	Nord-est	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	2.1		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	79.5		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	77.5		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	34.5		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	33.3		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	14.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	15.1		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	56.6		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	56.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	4.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	3.6		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	14.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	13		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	4.4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	5.2		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	10.1		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	10.3		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	3.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	4.4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	2.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	10.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	9.9		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	3.8		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.7		
A	Annual	ITDA	Trentino Alto Adige / Südtirol	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	1.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	83.9		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	79.6		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	31.2		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	29.7		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	11.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	13.1		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	61.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	59.2		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	3.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	3.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	13.8		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	11.8		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	3.5		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	4.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	7.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	8.9		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	2.9		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	4.1		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	3.2		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	1.9		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	9.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	8		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	3.4		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4.7		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.2		
A	Annual	ITD1	Provincia Autonoma Bolzano / Bozen	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	0.7		
A	Annual	ITD2	Provincia Autonoma Trento	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	75.1		
A	Annual	ITD2	Provincia Autonoma Trento	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	75.5		
A	Annual	ITD2	Provincia Autonoma Trento	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	37.8		
A	Annual	ITD2	Provincia Autonoma Trento	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	36.9		
A	Annual	ITD2	Provincia Autonoma Trento	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	18.3		
A	Annual	ITD2	Provincia Autonoma Trento	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	17.1		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	52.7		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	55.1		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	5.9		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	3.7		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	15.6		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	14.2		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	5.3		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	5.9		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	12.7		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	11.7		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	4.5		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	4.6		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4.8		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	3.9		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	12		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	11.9		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	4.2		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	3.4		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	2.2		
A	Annual	ITD2	Provincia Autonoma Trento	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	2.3		
A	Annual	ITD3	Veneto	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	70.3		
A	Annual	ITD3	Veneto	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	72.6		
A	Annual	ITD3	Veneto	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	41.5		
A	Annual	ITD3	Veneto	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	38.9		
A	Annual	ITD3	Veneto	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	20.2		
A	Annual	ITD3	Veneto	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	18.1		
A	Annual	ITD3	Veneto	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	46.3		
A	Annual	ITD3	Veneto	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	50.5		
A	Annual	ITD3	Veneto	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	5.7		
A	Annual	ITD3	Veneto	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	5.2		
A	Annual	ITD3	Veneto	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	17.7		
A	Annual	ITD3	Veneto	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	18.1		
A	Annual	ITD3	Veneto	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	5.6		
A	Annual	ITD3	Veneto	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	6		
A	Annual	ITD3	Veneto	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	14.5		
A	Annual	ITD3	Veneto	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	11.7		
A	Annual	ITD3	Veneto	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	6.4		
A	Annual	ITD3	Veneto	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	5.6		
A	Annual	ITD3	Veneto	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	4		
A	Annual	ITD3	Veneto	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	4.5		
A	Annual	ITD3	Veneto	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	12.6		
A	Annual	ITD3	Veneto	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	9.7		
A	Annual	ITD3	Veneto	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	5.2		
A	Annual	ITD3	Veneto	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4.7		
A	Annual	ITD3	Veneto	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	1.9		
A	Annual	ITD3	Veneto	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	2.1		
A	Annual	ITD4	Friuli-Venezia Giulia	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	69.1		
A	Annual	ITD4	Friuli-Venezia Giulia	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	69.4		
A	Annual	ITD4	Friuli-Venezia Giulia	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	40.8		
A	Annual	ITD4	Friuli-Venezia Giulia	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2023	39.5		
A	Annual	ITD4	Friuli-Venezia Giulia	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2022	22.3		
A	Annual	ITD4	Friuli-Venezia Giulia	0_ALEAST_2CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least two chronic disease	HSC	Per 100 people with the same characteristics	2023	20.2		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2022	46.3		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_GH	Persons  with chronic diseases in good health	HSC	Per 100 people with the same characteristics	2023	46.9		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2022	5.8		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_DIAB	Chronic patients - suffering from diabetes	HSC	Per 100 people with the same characteristics	2023	6.9		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2022	17.9		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_HYP	Chronic patients - with hypertension	HSC	Per 100 people with the same characteristics	2023	18.8		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2022	5.7		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_BRONC	Chronic patients - suffering from chronic bronchitis	HSC	Per 100 people with the same characteristics	2023	6		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2022	17.7		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_ARTH	Chronic patients - suffering from osteoarthritis, arthritis	HSC	Per 100 people with the same characteristics	2023	14.1		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2022	7.4		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_OSTEO	Chronic patients - with osteoporosis	HSC	Per 100 people with the same characteristics	2023	5.8		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2022	5		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_HEART	Chronic patients - suffering from heart disease	HSC	Per 100 people with the same characteristics	2023	5.4		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2022	9.5		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_ALLER	Chronic patients - suffering from allergic diseases	HSC	Per 100 people with the same characteristics	2023	9.5		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2022	4.6		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_NERVOUS	Chronic patients - suffering from nervous disorders	HSC	Per 100 people with the same characteristics	2023	4.5		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2022	2.3		
A	Annual	ITD4	Friuli-Venezia Giulia	0_CHRONIC_GASTR	Chronic patients - suffering from gastric or duodenal ulcer	HSC	Per 100 people with the same characteristics	2023	2		
A	Annual	ITD5	Emilia-Romagna	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2022	69.6		
A	Annual	ITD5	Emilia-Romagna	0_GOOD_H	Persons by health conditions and the presence of  chronic diseases: persons  in good health	HSC	Per 100 people with the same characteristics	2023	68.4		
A	Annual	ITD5	Emilia-Romagna	0_ALEAST_1CRON	Persons by health conditions and the presence of  chronic diseases: persons  at least a chronic disease	HSC	Per 100 people with the same characteristics	2022	40.4		
